APP_ID	WDID	REPORT_ID	REPORT_YEAR	REGION	QUESTION_1_ANSWER	QUESTION_1_EXPLANATION	QUESTION_2_ANSWER	QUESTION_2_EXPLANATION	QUESTION_3_ANSWER	QUESTION_3_EXPLANATION	QUESTION_4_ANSWER	QUESTION_5_ANSWER	QUESTION_6_ANSWER	QUESTION_6_1_ANSWER	QUESTION_8_ANSWER	QUESTION_8_DATE	QUESTION_9_ANSWER	QUESTION_9_EXPLANATION	QUESTION_10_ANSWER	QUESTION_10_EXPLANATION	QUESTION_11_ANSWER	QUESTION_11_DATE	QUESTION_11_EXPLANATION	QUESTION_12_ANSWER	QUESTION_12_EXPLANATION	CERTIFIER_NAME	CERTIFIED_DATE	QUESTION_13_ANSWER	QUESTION_14_ANSWER	QUESTION_14_EXPLANATION	QUESTION_TMDL_ANSWER
178385	1 23I005390	1293520	2024	1	Y		Y		Y		1	N	N	N	N	09/30/2025	Y		N		Y	04/25/2025		Y		Josh Entremont	15-JUL-25 10.14.49.859000 AM	Y	N	The Level 2 ERA Technical Report was updated in June 2019. The report presented a Non-Industrial Pollutant Source Demonstration. 	 
178385	1 23I005390	840295	2015	1	Y		Y		Y		1	N	N		Y		Y		N		Y	10/15/2015		N	This is not an active site. There is no office on site to keep documents.  All documents are on the SMARTs system or with the current consultant.	April Ingram	14-JUN-16 11.48.41.208000 AM	 	 		 
178385	1 23I005390	877135	2016	1	Y		Y		Y		1	N	N	N	Y		Y		N		Y	05/09/2017		Y		April Ingram	15-JUN-17 06.36.15.001000 AM	 	 		 
178385	1 23I005390	937941	2017	1	Y		Y		Y		1	N	N	N	Y		Y		N		Y	11/21/2017		Y		April Ingram	03-JUL-18 11.39.45.167000 AM	 	 		 
178385	1 23I005390	952527	2018	1	Y		Y		Y		1	N	N	N	Y		Y		N		Y	11/26/2018		Y		April Ingram	27-JUN-19 12.30.23.669000 PM	Y	Y	Submitted / Uploaded 6/25/19.	 
178385	1 23I005390	985008	2019	1	Y		Y		N	Runoff at the site was collected twice during the 2019-2020 storm season. Other storms did not produce enough runoff to collect samples during operational hours.	1	N	N	N	Y		Y		N		Y	11/25/2019		Y		April Ingram	02-JUL-20 07.52.25.731000 AM	 	 		 
178385	1 23I005390	1067808	2020	1	Y		Y		N	Runoff at the site was collected three times during the 2020-2021 storm season. Other storms did not produce enough runoff to collect samples during operational hours.	1	N	N	N	Y		Y		N		Y	07/06/2021		Y		April Ingram	07-JUL-21 05.39.04.819000 AM	Y	N	The Level 2 Technical Report was submitted in 2019, and documented a Natural Background/Non-Industrial Pollutant Source Demonstration.  In accordance with Section XII.D.3.c of the IGP, there have been no changes to the site or associated operations that warrant a re-submittal of the Level 2 Technical Report.	 
178385	1 23I005390	1111837	2021	1	Y		Y		Y		1	N	N	N	Y		Y		N		Y	06/13/2022		Y		April Ingram	24-JUN-22 08.55.57.633000 AM	Y	N	The Level 2 Technical Report was submitted in 2019, and documented a Natural Background/Non-Industrial Pollutant Source Demonstration.  In accordance with Section XII.D.3.c of the IGP, there have been no changes to the site or associated operations that warrant a re-submittal of the Level 2 Technical Report.	 
178385	1 23I005390	1188530	2022	1	Y		Y		Y		1	N	N	N	N	09/15/2023	Y		N		N		The annual site evaluation is in progress. 	Y		Josh Entremont	07-APR-25 07.47.31.140000 AM	Y	N	The Level 2 ERA for iron is in progress	 
178385	1 23I005390	1242556	2023	1	Y		Y		Y		1	N	N	N	N	09/15/2024	Y		N		N		The annual site evaluation is currently in progress but was not completed within the reporting year. We are actively working to conduct this evaluation and anticipate completion soon. The facility remains committed to fulfilling this requirement promptly	Y		April Ingram	15-JUL-24 06.49.02.514000 AM	Y	N	The Level 2 ERA for iron is currently in progress. The facility is actively working on updating this report and anticipates completion in the near future. We are committed to addressing this requirement and will submit the updated ERA as soon as it is finalized.	 
178386	1 23I005729	843312	2015	1	Y		Y		Y		1	N	N		N	09/30/2016	Y		N		Y	06/30/2016		Y		Amber Munoz	11-JUL-16 02.33.55.323000 PM	 	 		 
178386	1 23I005729	879657	2016	1	Y		Y		Y		1	N	N	N	Y		Y		N		Y	06/15/2017		Y		Amber Munoz	06-JUL-17 04.28.02.155000 PM	 	 		 
178386	1 23I005729	940334	2017	1	Y		Y		Y		1	N	N	N	Y		Y		N		Y	06/20/2018		Y		Amber Munoz	11-JUL-18 11.51.13.908000 AM	 	 		 
178386	1 23I005729	954916	2018	1	Y		Y		Y		1	N	N	N	Y		Y		N		Y	06/26/2019		N	record are maintained at Mendocino County DOT office in Ukiah, CA	Amber Munoz	12-JUL-19 10.58.55.678000 AM	Y	N	TR will be updated in July 2020 after full winter with new aggregate. The most recent March 2019 analytical results were below NALs.	 
178386	1 23I005729	987309	2019	1	Y		N	Observed discharge significantly impacted by runon from adjacent dirt road onto facility. Managed through corrective action in March 2020.	N	Observed discharge significantly impacted by runon from adjacent dirt road onto facility. Managed through corrective action in March 2020.	1	N	N	N	Y		N	Observed discharge significantly impacted by runon from adjacent dirt road onto facility. Managed through corrective action in March 2020.	N		Y	06/28/2020		N	Records maintained at Mendocino County DOT office in Ukiah, CA	Alex Straessle	02-JUL-20 09.18.36.619000 AM	 	 		 
178387	1 23I005730	1295788	2024	1	Y		Y		Y	The Facility is a member of Compliance Group California 5093 and collected one QSE set of samples, one in the first half as allowed by Sample Frequency Reduction.	3	N	N	Y	Y		Y		N		Y	06/19/2025		Y		Alex Straessle	08-JUL-25 08.23.11.720000 AM	 	 		 
178387	1 23I005730	843168	2015	1	Y		Y		Y		2	N	N		N	09/30/2016	Y		N		Y	06/30/2016		Y		Amber Munoz	11-JUL-16 02.33.55.323000 PM	 	 		 
178387	1 23I005730	880493	2016	1	Y		Y		Y		2	N	N	N	Y		Y		N		Y	06/13/2017		Y		Amber Munoz	06-JUL-17 04.28.02.155000 PM	 	 		 
178387	1 23I005730	941123	2017	1	Y		N	Qualifying storm event (QSE) discharges not observed.  	N	Qualifying storm event (QSE) discharges not observed. 	2	N	N	Y	Y		N	Qualifying storm event (QSE) discharges not observed. 	N		Y	06/20/2018		Y		Amber Munoz	11-JUL-18 11.51.13.908000 AM	 	 		 
178387	1 23I005730	955700	2018	1	Y		Y		Y		2	N	N	Y	Y		Y		N		Y	06/27/2019		N	records are maintained at Mendocino County DOT office in Ukiah, CA and are available upon request.	Amber Munoz	12-JUL-19 10.58.55.678000 AM	 	 		 
178387	1 23I005730	988071	2019	1	Y		N	Discharge not observed. 	N	Discharge not observed.	2	N	N	Y	Y		N	No samples collected. 	N		Y	06/28/2020		N	Records are stored at Mendocino County Department of Transportation office in Ukiah, CA	Alex Straessle	15-JUL-20 11.49.35.008000 AM	 	 		 
178387	1 23I005730	1070661	2020	1	Y		Y		Y		2	N	N	Y	Y		Y		N		Y	07/08/2021		N	Records are stored at Mendocino County Department of Transportation office in Ukiah, CA.	Alex Straessle	14-JUL-21 10.06.08.375000 AM	 	 		 
178387	1 23I005730	1114566	2021	1	Y		Y		N	SW-1 was not sampled due to not flowing when SW-2 was sampled after the QSE.	3	N	N	Y	Y		Y		N		Y	08/24/2021		N	Record are stored at the Mendocino DOT office in Ukiah, CA	Alex Straessle	06-SEP-22 11.51.31.131000 AM	 	 		 
178387	1 23I005730	1191038	2022	1	Y		Y		Y		3	N	N	Y	Y		Y		N		Y	06/07/2023		Y		Alex Straessle	03-JUL-23 02.28.25.547000 PM	 	 		 
178387	1 23I005730	1244954	2023	1	Y		Y		Y		3	N	N	Y	Y		Y		N		Y	05/24/2024		Y		Alex Straessle	11-JUL-24 11.54.16.785000 AM	 	 		 
178388	1 23NEC000389	842816	2015	1	Y		Y		Y		1	N	N		N	09/30/2016	Y		N		Y	06/30/2016		Y		Amber Munoz	11-JUL-16 02.33.55.323000 PM	 	 		 
178388	1 23NEC000389	879658	2016	1	Y		Y		N	Stormwater from the transfer station area flows to a low basin area in the middle of the property where it infiltrates without discharging offsite.	1	N	N	N	Y		Y		N		Y	01/18/2017		Y		Amber Munoz	12-JUL-17 02.29.04.142000 PM	 	 		 
178388	1 23NEC000389	940335	2017	1	Y		Y		N	Stormwater from the transfer station area flows to a low basin area in the middle of the property where it infiltrates without discharging offsite.	1	N	N	N	Y		N	No discharge from site.	N		Y	06/19/2018		Y		Amber Munoz	11-JUL-18 11.51.13.908000 AM	 	 		 
178388	1 23NEC000389	954917	2018	1	Y		N	Storm event inspection was conducted following significant rainfall and confirmed no discharge. 	N	No discharge	0	N	N	N	Y		N	No discharge	N		Y	07/11/2019		N	Records maintained at Mendocino County DOT office in Ukiah, CA	Amber Munoz	12-JUL-19 10.58.55.678000 AM	N	N	The TR will be updated following confirmation of 2019 - 2020 season of no discharges.	 
178388	1 23NEC000389	987310	2019	1	Y		N	Storm event inspection was conducted following significant rainfall and confirmed no discharge.	N	No discharge.	0	N	N	N	Y		N	No discharge	N		Y	06/28/2020		N	Records maintained at Mendocino County DOT office in Ukiah, CA	Alex Straessle	01-JUL-20 01.09.39.367000 PM	 	 		 
178392	1 23I007010	840579	2015	1	Y		Y		Y		1	N	N		Y	09/13/2016	Y		N		Y	05/01/2016		Y		Bob Butler	14-SEP-16 11.39.33.515000 AM	 	 		 
178393	1 23I007118	1295789	2024	1	Y		Y		Y		5	N	N	Y	Y		Y		N		Y	06/12/2025		Y		Greg Owen	19-JUN-25 04.27.20.595000 PM	 	 		 
178393	1 23I007118	844096	2015	1	Y		N	Due to an error with e-mail the airport was not aware of the changes to the sampling. Observations were taken but no sampling was completed. I have have contacted ACMG and will complete all future permit requirements.	N	Due to an error with e-mail the airport was not aware of the changes to the sampling. Observations were taken but no sampling was completed. I have contacted ACMG and will complete all future permit requirements.	4	N	N		Y		Y		N		Y	06/16/2016		Y		Greg Owen	06-JUL-16 01.33.12.472000 PM	 	 		 
178393	1 23I007118	880494	2016	1	Y		Y		Y		3	Y	N	N	Y		Y		N		Y	06/13/2017		Y		Greg Owen	22-JUN-17 09.25.22.758000 AM	 	 		 
178393	1 23I007118	941124	2017	1	Y		Y		N	During the July - December 2017 permit period, the airport monitored storm events; however no discharges from a QSE occurred. Note that not all QSEs generate discharges from all/any outfalls the airport has designated for sampling.  Airport discharge locations will be monitored during the 2018-2019 permit year and samples will be collected if a QSE generates a discharge that can be collected for laboratory analyses. Group Leaders will remain in contact with the airport to ensure it is prepared for future QSE sampling.	3	Y	N	N	Y		Y		N		Y	06/01/2018		Y		Greg Owen	27-JUN-18 10.03.43.569000 AM	 	 		 
178393	1 23I007118	955701	2018	1	Y		Y		Y		3	N	N	N	Y		Y		N		Y	06/03/2019		Y		Greg Owen	01-JUL-19 09.24.39.679000 AM	 	 		 
178393	1 23I007118	988072	2019	1	Y		Y		N	I made an error and thought we only need one sample this year. I have attended a retraining and will insure that in the future the correct number of sample will be completed	3	N	N	N	Y		Y		N		Y	06/22/2020		Y		Greg Owen	30-JUN-20 08.18.36.575000 AM	 	 		 
178393	1 23I007118	1070662	2020	1	Y		Y		Y		5	N	N	Y	Y		Y		N		Y	06/14/2021		Y		Greg Owen	28-JUN-21 03.20.17.277000 PM	 	 		 
178393	1 23I007118	1114567	2021	1	Y		Y		Y		5	N	N	Y	Y		Y		N		Y	06/06/2022		Y		Greg Owen	24-JUN-22 05.05.31.611000 PM	 	 		 
178393	1 23I007118	1191039	2022	1	Y		Y		Y		5	N	N	Y	Y		Y		N		Y	06/02/2023		Y		Greg Owen	29-JUN-23 04.41.07.306000 PM	 	 		 
178393	1 23I007118	1244955	2023	1	Y		Y		Y		5	N	N	Y	Y		Y		N		Y	06/06/2024		Y		Greg Owen	10-JUL-24 04.49.23.315000 PM	 	 		 
178396	1 23I009881	845429	2015	1	Y		Y		Y		1	Y	Y		Y		Y		N		Y	03/11/2016		Y		Gabriel Rodriguez Cruz	15-JUL-16 01.44.02.654000 PM	 	 		 
178396	1 23I009881	877136	2016	1	Y		Y		Y		1	Y	Y	Y	Y		Y		N		Y	02/14/2017		Y		Maria Crossman 	06-JUL-17 10.17.04.297000 AM	 	 		 
178397	1 23I010063	1293521	2024	1	Y		N	No run off have berm surrounding run off location no run off 	Y		1	N	N	N	Y		Y		N		Y	09/09/2024		Y		Steven McCaffrey	13-JUL-25 11.33.11.084000 AM	N	Y	We have no run off built a high berm to prevent run off
	 
178397	1 23I010063	847622	2015	1	Y		Y		Y		1	N	N		Y		Y		N		Y	06/30/2016		Y		Steven McCaffrey	10-JUL-16 11.41.03.224000 AM	 	 		 
178397	1 23I010063	877137	2016	1	Y		Y		Y		1	N	N	N	Y		Y		N		Y	06/06/2017		Y		Steven McCaffrey	01-AUG-17 07.58.23.808000 AM	 	 		 
178397	1 23I010063	937943	2017	1	Y		Y		Y		1	N	N	N	Y		Y		N		Y	07/09/2017		Y		Steven McCaffrey	14-JUL-18 10.21.55.661000 AM	 	 		 
178397	1 23I010063	952529	2018	1	Y		Y		Y		1	N	N	Y	Y		Y		N		Y	08/01/2018		Y		Steven McCaffrey	15-JUL-19 04.38.52.301000 PM	 	 		 
178397	1 23I010063	985010	2019	1	Y		Y		Y		1	N	N	N	Y		Y		N		Y	09/23/2019		Y		Steven McCaffrey	12-JUL-20 01.26.32.533000 PM	Y	Y	Adding more levels of drainage to go through 2 sets wattles and moved vehicles away from sample point	 
178397	1 23I010063	1067810	2020	1	Y		Y		Y		1	N	N	N	Y		Y		N		Y	09/21/2020		Y		Steven McCaffrey	14-JUL-21 07.04.51.417000 PM	N	Y	Environmental .com updating	 
178397	1 23I010063	1111838	2021	1	Y		Y		N	miss 1 sample due to not enough Rain for run off	1	N	N	N	Y		Y		N		Y	08/31/2021		Y		Steven McCaffrey	13-JUL-22 07.06.45.081000 PM	Y	Y	We add more waddles to sample site	 
178397	1 23I010063	1188531	2022	1	Y		Y		Y		1	N	N	Y	Y		Y		N		Y	05/08/2023		Y		Steven McCaffrey	08-JUL-23 01.37.35.531000 PM	Y	Y	added additional drainage material aluminum and Iron collection wattles	 
178397	1 23I010063	1242557	2023	1	Y		Y		N	Had no run off at sampling point	1	N	N	N	Y		Y		N		Y	08/30/2023		Y		Steven McCaffrey	14-JUL-24 11.36.11.257000 AM	Y	Y	Sample point has none or 1 run off due to berm around property to prevent if there is run off won't leaving property.	 
178399	1 23I010118	840095	2015	1	Y		Y		N	The first rain was at night time	3	N	N		Y		Y		N		Y	12/23/2015		Y		Karen Hay	28-JUN-16 04.18.08.933000 PM	 	 		 
178402	1 23I010772	840287	2015	1	Y		Y		N		1	N	Y		Y		Y		N		Y	01/15/2016		Y		Michael Ross	23-MAY-16 10.56.11.159000 AM	 	 		 
178402	1 23I010772	879659	2016	1	Y		Y		Y		1	N	N		Y		Y		N		Y	01/10/2017		Y		Michael Ross	12-APR-17 01.42.06.203000 PM	 	 		 
